GEOID_2010,poverty,total,som_total,other_lang_total,other_very_well,other_less,geometry
39049005000,88.27620562152,5318.8164703652,217,195,134,61,"list(c(-83.040585, -83.038207, -83.036214, -83.035007, -83.032833, -83.032706, -83.025094, -83.016606, -83.017492, -83.017827, -83.018128, -83.018328, -83.018714, -83.026981, -83.03189, -83.031997, -83.032888, -83.03815, -83.044709, -83.040585, 39.952003, 39.949225, 39.948158, 39.947851, 39.947769, 39.947783, 39.949576, 39.951196, 39.952869, 39.953944, 39.955357, 39.958324, 39.959997, 39.959011, 39.958422, 39.95841, 39.958303, 39.957669, 39.956891, 39.952003))"
39049005100,60.4,2409,205,407,292,115,"list(c(-83.037953, -83.03343, -83.032579, -83.029281, -83.02897, -83.019717, -83.019265, -83.014014, -83.014004, -83.011332, -83.009968, -83.009682, -83.009497, -83.002905, -83.002201, -82.999874, -82.999708, -83.000703, -83.005184, -83.010619, -83.013207, -83.012001, -83.011875, -83.016606, -83.017492, -83.017827, -83.018128, -83.018328, -83.018714, -83.026981, -83.025667, -83.025094, -83.032706, -83.032833, -83.035007, -83.036214, -83.035754, -83.037143, -83.037194, -83.037436, -83.037953, 39.932528, 
39.932266, 39.935556, 39.935296, 39.936901, 39.936033, 39.93599, 39.935489, 39.935451, 39.935201, 39.935077, 39.935049, 39.935029, 39.934467, 39.934261, 39.937433, 39.939398, 39.940464, 39.942303, 39.94354, 39.948164, 39.952061, 39.95247, 39.951196, 39.952869, 39.953944, 39.955357, 39.958324, 39.959997, 39.959011, 39.952474, 39.949576, 39.947783, 39.947769, 39.947851, 39.948158, 39.945757, 39.943753, 39.943138, 39.939719, 39.932528))"
39049005200,10.3,3150,0,0,0,0,"list(c(-83.004419, -83.002707, -83.002506, -82.997989, -82.995406, -82.990891, -82.989299, -82.988368, -82.987148, -82.982773, -82.982689, -82.98262, -82.982421, -82.982273, -82.989278, -82.994474, -82.999376, -83.000652, -83.000685, -83.004457, -83.004419, 39.953355, 39.948608, 39.94858, 39.948514, 39.949224, 39.94902, 39.948955, 39.946855, 39.946794, 39.946684, 39.947763, 39.948655, 39.952154, 39.954528, 39.954006, 39.953433, 39.952906, 39.95297, 39.953131, 39.953508, 39.953355))"
39049005300,35,2934,25,36,36,0,"list(c(-82.982421, -82.975571, -82.972824, -82.967303, -82.967015, -82.965546, -82.966941, -82.966757, -82.966662, -82.966449, -82.97593, -82.976541, -82.97732, -82.977364, -82.981877, -82.982202, -82.982273, -82.982421, 39.952154, 39.949986, 39.949818, 39.949549, 39.953158, 39.953713, 39.954169, 39.956441, 39.957782, 39.960406, 39.960571, 39.960579, 39.960595, 39.960069, 39.960121, 39.955545, 39.954528, 39.952154))"
39049005410,61.6,1567,0,0,0,0,"list(c(-82.966941, -82.965546, -82.958904, -82.953247, -82.946996, -82.945408, -82.943745, -82.943525, -82.942418, -82.942657, -82.942613, -82.943057, -82.942642, -82.942853, -82.943246, -82.949293, -82.956249, -82.958733, -82.966662, -82.966757, -82.966941, 39.954169, 39.953713, 39.953569, 39.95336, 39.952917, 39.952204, 39.950302, 39.948356, 39.948301, 39.949021, 39.951363, 39.95257, 39.954309, 39.954738, 39.95732, 39.957431, 39.957576, 39.957625, 39.957782, 39.956441, 39.954169))"
39049005420,31.2,2191,0,0,0,0,"list(c(-82.967303, -82.964491, -82.95926, -82.958164, -82.953717, -82.953617, -82.94769, -82.943525, -82.943745, -82.945408, -82.946996, -82.953247, -82.958904, -82.965546, -82.967015, -82.967303, 39.949549, 39.949411, 39.949157, 39.949103, 39.948885, 39.948879, 39.948572, 39.948356, 39.950302, 39.952204, 39.952917, 39.95336, 39.953569, 39.953713, 39.953158, 39.949549))"
39049005500,34,4479,0,0,0,0,"list(c(-82.973274, -82.969295, -82.967781, -82.965, -82.963708, -82.962879, -82.958909, -82.957565, -82.954227, -82.954225, -82.949885, -82.948235, -82.94769, -82.953617, -82.953717, -82.958164, -82.95926, -82.964491, -82.967303, -82.972824, -82.973087, -82.973274, 39.943672, 39.943464, 39.943394, 39.943264, 39.943203, 39.943254, 39.943093, 39.943107, 39.942945, 39.94297, 39.942747, 39.939642, 39.948572, 39.948879, 39.948885, 39.949103, 39.949157, 39.949411, 39.949549, 39.949818, 39.946227, 39.943672
))"
39049005610,24.4,1694,0,0,0,0,"list(c(-82.982963, -82.978056, -82.973274, -82.973087, -82.972824, -82.975571, -82.982421, -82.98262, -82.982689, -82.982773, -82.982963, 39.944177, 39.943918, 39.943672, 39.946227, 39.949818, 39.949986, 39.952154, 39.948655, 39.947763, 39.946684, 39.944177))"
39049005620,19.9,2140,0,17,17,0,"list(c(-82.983572, -82.981123, -82.978655, -82.974995, -82.973804, -82.973633, -82.973552, -82.973403, -82.973274, -82.978056, -82.982963, -82.983101, -82.983165, -82.98321, -82.983342, -82.983499, -82.983572, 39.936316, 39.9362, 39.93608, 39.935908, 39.935964, 39.938758, 39.939897, 39.941893, 39.943672, 39.943918, 39.944177, 39.942362, 39.941514, 39.940945, 39.939222, 39.937221, 39.936316))"
39049005700,9.2,3829,0,0,0,0,"list(c(-83.013207, -83.010619, -83.005184, -83.000703, -82.999708, -82.998354, -82.996244, -82.996539, -82.990536, -82.990428, -82.987574, -82.984735, -82.983165, -82.983101, -82.982963, -82.982773, -82.987148, -82.988368, -82.989299, -82.990891, -82.995406, -82.997989, -83.002506, -83.002707, -83.004419, -83.004457, -83.009056, -83.011875, -83.012001, -83.013207, 39.948164, 39.94354, 39.942303, 39.940464, 39.939398, 39.939389, 39.939529, 39.941075, 39.940753, 39.941897, 39.941749, 39.941599, 39.941514, 
39.942362, 39.944177, 39.946684, 39.946794, 39.946855, 39.948955, 39.94902, 39.949224, 39.948514, 39.94858, 39.948608, 39.953355, 39.953508, 39.953169, 39.95247, 39.952061, 39.948164))"
39049005810,7.7,3067,0,0,0,0,"list(c(-83.002805, -83.002192, -83.001553, -82.998432, -82.992621, -82.983698, -82.983572, -82.983499, -82.983342, -82.98321, -82.983165, -82.984735, -82.987574, -82.990428, -82.990536, -82.996539, -82.996244, -82.998354, -82.999708, -82.999874, -83.002201, -83.002805, 39.933164, 39.933152, 39.933391, 39.935312, 39.935071, 39.934687, 39.936316, 39.937221, 39.939222, 39.940945, 39.941514, 39.941599, 39.941749, 39.941897, 39.940753, 39.941075, 39.939529, 39.939389, 39.939398, 39.937433, 39.934261, 
39.933164))"
39049005820,17.4,2291,0,0,0,0,"list(c(-82.997632, -82.997595, -82.995762, -82.993032, -82.990609, -82.984081, -82.98388, -82.983698, -82.992621, -82.998432, -82.997632, 39.930628, 39.929549, 39.929544, 39.929419, 39.929299, 39.929435, 39.932187, 39.934687, 39.935071, 39.935312, 39.930628))"
39049005900,39.3,2589,0,8,0,8,"list(c(-82.973879, -82.971201, -82.964421, -82.964285, -82.964019, -82.963708, -82.965, -82.967781, -82.969295, -82.973274, -82.973403, -82.973552, -82.973633, -82.973804, -82.973879, 39.935037, 39.934908, 39.93459, 39.936325, 39.939456, 39.943203, 39.943264, 39.943394, 39.943464, 39.943672, 39.941893, 39.939897, 39.938758, 39.935964, 39.935037))"
39049006000,28.7,2101,0,0,0,0,"list(c(-82.984081, -82.981349, -82.981509, -82.979257, -82.971778, -82.971703, -82.971201, -82.973879, -82.973804, -82.974995, -82.978655, -82.981123, -82.983572, -82.983698, -82.98388, -82.984081, 39.929435, 39.929304, 39.927425, 39.927326, 39.926951, 39.928002, 39.934908, 39.935037, 39.935964, 39.935908, 39.93608, 39.9362, 39.936316, 39.934687, 39.932187, 39.929435))"
39049006100,41.2,2417,0,20,0,20,"list(c(-82.997681, -82.995409, -82.993792, -82.984703, -82.984361, -82.984348, -82.984252, -82.984224, -82.981509, -82.981349, -82.984081, -82.990609, -82.993032, -82.995762, -82.997595, -82.997726, -82.997681, 39.923921, 39.921752, 39.921324, 39.920875, 39.925657, 39.925824, 39.927172, 39.927548, 39.927425, 39.929304, 39.929435, 39.929299, 39.929419, 39.929544, 39.929549, 39.928379, 39.923921))"
39049006220,21.799999999999997,8625,0,0,0,0,"list(c(-83.138604, -83.13784, -83.137374, -83.136414, -83.13581, -83.134215, -83.134115, -83.133902, -83.132368, -83.131892, -83.131489, -83.126322, -83.125734, -83.124884, -83.124009, -83.121543, -83.119921, -83.117814, -83.116133, -83.114399, -83.114278, -83.112597, -83.111673, -83.108018, -83.107394, -83.105252, -83.105103, -83.107262, -83.099918, -83.099823, -83.099037, -83.098981, -83.10109, -83.10112, -83.099676, -83.100589, -83.102393, -83.104235, -83.109678, -83.109111, -83.10829, -83.108261, 
-83.10811, -83.109281, -83.109218, -83.108705, -83.096369, -83.094775, -83.091656, -83.091483, -83.085346, -83.083711, -83.084105, -83.081903, -83.080863, -83.077702, -83.074465, -83.074291, -83.073454, -83.069043, -83.06904, -83.069017, -83.068427, -83.063991, -83.063926, -83.064034, -83.064652, -83.064863, -83.065169, -83.065595, -83.075373, -83.087496, -83.090965, -83.091032, -83.103492, -83.11252, -83.114706, -83.119035, -83.125607, -83.128563, -83.131397, -83.134719, -83.137122, -83.138244, 
-83.138604, 40.087013, 40.083076, 40.081322, 40.077836, 40.075663, 40.069916, 40.069554, 40.068781, 40.063231, 40.063348, 40.063443, 40.064666, 40.064805, 40.065004, 40.065196, 40.065715, 40.066053, 40.066486, 40.067185, 40.067452, 40.067458, 40.067543, 40.067566, 40.068101, 40.068158, 40.068233, 40.068229, 40.072923, 40.072578, 40.078807, 40.078769, 40.082053, 40.082996, 40.085508, 40.086105, 40.087732, 40.089197, 40.087989, 40.087794, 40.090296, 40.092716, 40.092818, 40.094321, 40.099117, 40.099945, 
40.099674, 40.099063, 40.098655, 40.097055, 40.096959, 40.093616, 40.095539, 40.097764, 40.099029, 40.099888, 40.101365, 40.103628, 40.103695, 40.103961, 40.103948, 40.10384, 40.103842, 40.103826, 40.103824, 40.103825, 40.104254, 40.106808, 40.107691, 40.108985, 40.110699, 40.109898, 40.109023, 40.109018, 40.10902, 40.109591, 40.10891, 40.108643, 40.107964, 40.105771, 40.104189, 40.102151, 40.098928, 40.095014, 40.091729, 40.087013))"
39049006230,51.5,19508,45,164,106,58,"list(c(-83.21101, -83.205663, -83.196862, -83.196631, -83.196188, -83.192103, -83.190974, -83.186108, -83.182333, -83.180899, -83.177553, -83.176767, -83.17593, -83.173924, -83.173297, -83.172191, -83.169904, -83.168878, -83.167056, -83.165025, -83.164378, -83.164285, -83.159907, -83.159822, -83.157729, -83.154605, -83.151587, -83.151108, -83.149479, -83.147643, -83.140777, -83.132368, -83.133902, -83.134115, -83.134215, -83.13581, -83.136414, -83.137374, -83.13784, -83.138604, -83.138244, -83.137122, 
-83.134719, -83.131397, -83.128563, -83.125607, -83.119035, -83.114706, -83.114739, -83.115109, -83.115704, -83.117747, -83.127643, -83.1281, -83.129335, -83.13023, -83.13179, -83.13185, -83.13203, -83.13248, -83.132394, -83.137464, -83.142639, -83.148183, -83.153208, -83.155272, -83.158885, -83.159442, -83.16036, -83.170208, -83.176201, -83.178585, -83.181535, -83.191206, -83.191612, -83.206273, -83.206812, -83.207884, -83.209524, -83.210033, -83.21028, -83.210587, -83.21101, 40.059451, 40.059476, 
40.059427, 40.059425, 40.059422, 40.059367, 40.059363, 40.059779, 40.060133, 40.060263, 40.060379, 40.060521, 40.059483, 40.058183, 40.057774, 40.057064, 40.055727, 40.055396, 40.054943, 40.054571, 40.054549, 40.054554, 40.055186, 40.055198, 40.055668, 40.056354, 40.057161, 40.057299, 40.057856, 40.059073, 40.06152, 40.063231, 40.068781, 40.069554, 40.069916, 40.075663, 40.077836, 40.081322, 40.083076, 40.087013, 40.091729, 40.095014, 40.098928, 40.102151, 40.104189, 40.105771, 40.107964, 40.108643, 
40.109559, 40.110804, 40.112288, 40.117807, 40.117652, 40.117709, 40.117952, 40.118125, 40.11842, 40.118431, 40.115609, 40.109167, 40.108038, 40.10902, 40.108884, 40.111251, 40.1114, 40.112737, 40.11026, 40.10985, 40.107157, 40.107073, 40.107144, 40.107145, 40.107207, 40.107428, 40.107437, 40.107733, 40.10576, 40.092816, 40.075143, 40.071054, 40.069072, 40.065277, 40.059451))"
39049006236,0,6157,0,0,0,0,"list(c(-83.119942, -83.127082, -83.141326, -83.149055, -83.153069, -83.152457, -83.150607, -83.147565, -83.145671, -83.144297, -83.144966, -83.14992, -83.14727, -83.143117, -83.142527, -83.137827, -83.13431, -83.132473, -83.13185, -83.13179, -83.13023, -83.129335, -83.1281, -83.127643, -83.117747, -83.115704, -83.115109, -83.114739, -83.114706, -83.11252, -83.103492, -83.091032, -83.090965, -83.090669, -83.090411, -83.090557, -83.090331, -83.090335, -83.090031, -83.090242, -83.090118, -83.090014, 
-83.089943, -83.089778, -83.099904, -83.119942, 40.140181, 40.140574, 40.141338, 40.141563, 40.142112, 40.139062, 40.137656, 40.137181, 40.136129, 40.133293, 40.131816, 40.127455, 40.126706, 40.126068, 40.125808, 40.123051, 40.120374, 40.118629, 40.118431, 40.11842, 40.118125, 40.117952, 40.117709, 40.117652, 40.117807, 40.112288, 40.110804, 40.109559, 40.108643, 40.10891, 40.109591, 40.10902, 40.109018, 40.112591, 40.117908, 40.117914, 40.122179, 40.124488, 40.128059, 40.131651, 40.133836, 40.137016, 
40.137676, 40.139212, 40.139547, 40.140181))"
39049006310,9.8,4387,0,0,0,0,"list(c(-83.096009, -83.094403, -83.092127, -83.091998, -83.091376, -83.08634, -83.072166, -83.071955, -83.071526, -83.071188, -83.066716, -83.066848, -83.077643, -83.085665, -83.095175, -83.096109, -83.096009, 40.035863, 40.029637, 40.030006, 40.030032, 40.030116, 40.029928, 40.029378, 40.030242, 40.036161, 40.04075, 40.040604, 40.046931, 40.047294, 40.04756, 40.047877, 40.047863, 40.035863))"
39049006321,10.45744798412,4387.3561237857,0.172373304,0.28728884,0.28728884,0,"list(c(-83.083844, -83.082831, -83.082874, -83.082947, -83.083406, -83.082987, -83.081459, -83.075431, -83.072058, -83.066943, -83.066848, -83.066716, -83.071188, -83.071526, -83.071955, -83.072166, -83.063144, -83.059538, -83.05904, -83.054991, -83.05095, -83.050663, -83.048028, -83.046177, -83.046603, -83.044817, -83.042568, -83.046898, -83.04696, -83.04702, -83.042318, -83.038551, -83.035191, -83.036695, -83.03817, -83.040938, -83.044118, -83.046537, -83.049722, -83.057851, -83.057805, -83.057421, 
-83.055642, -83.055577, -83.059658, -83.066777, -83.066535, -83.070741, -83.074956, -83.075568, -83.082014, -83.083809, -83.083844, 40.062248, 40.062213, 40.061428, 40.060332, 40.059974, 40.059899, 40.059343, 40.05707, 40.055728, 40.053861, 40.046931, 40.040604, 40.04075, 40.036161, 40.030242, 40.029378, 40.029091, 40.026565, 40.028277, 40.028058, 40.032791, 40.035749, 40.034386, 40.034682, 40.027886, 40.025806, 40.023322, 40.023518, 40.022708, 40.021804, 40.021898, 40.018686, 40.018597, 40.024117, 
40.029553, 40.039716, 40.052359, 40.051504, 40.051525, 40.051755, 40.053279, 40.05725, 40.057187, 40.05841, 40.058733, 40.058977, 40.06404, 40.064185, 40.064303, 40.064327, 40.064554, 40.064611, 40.062248))"
39049006323,10.794374688,3689.0691394534,0.19416865440000003,0.4339692338,0.4339692338,0,"list(c(-83.072573, -83.069445, -83.069501, -83.063546, -83.058213, -83.057452, -83.057104, -83.057401, -83.051793, -83.051729, -83.047526, -83.047868, -83.044845, -83.047908, -83.048208, -83.04836, -83.045065, -83.039825, -83.038765, -83.037238, -83.029711, -83.026647, -83.024791, -83.025087, -83.024107, -83.018636, -83.018529, -83.01632, -83.016246, -83.014234, -83.014457, -83.014951, -83.015502, -83.015395, -83.017566, -83.017828, -83.016828, -83.021695, -83.01804, -83.017165, -83.016265, -83.016303, 
-83.023025, -83.02598, -83.026035, -83.028099, -83.028133, -83.032376, -83.035191, -83.036695, -83.03817, -83.040938, -83.044118, -83.046537, -83.049722, -83.049884, -83.049787, -83.049922, -83.0503, -83.045811, -83.04586, -83.046177, -83.048028, -83.050663, -83.05095, -83.054991, -83.05904, -83.059538, -83.063144, -83.072166, -83.072369, -83.072573, 40.024345, 40.023964, 40.02295, 40.022664, 40.02435, 40.025204, 40.023291, 40.018759, 40.019172, 40.014158, 40.014021, 40.006908, 40.006849, 40.006137, 
40.001438, 39.998852, 39.998284, 39.998046, 39.998, 39.997928, 39.997575, 39.99743, 39.996394, 39.990853, 39.990816, 39.990611, 39.992325, 39.992243, 39.993318, 39.993254, 39.99437, 39.996817, 39.999165, 40.00077, 40.000519, 40.003217, 40.00634, 40.006558, 40.00979, 40.012302, 40.014752, 40.016106, 40.016322, 40.018032, 40.01635, 40.015119, 40.013627, 40.01346, 40.018597, 40.024117, 40.029553, 40.039716, 40.052359, 40.051504, 40.051525, 40.049175, 40.04876, 40.046711, 40.041497, 40.040843, 40.039927, 
40.034682, 40.034386, 40.035749, 40.032791, 40.028058, 40.028277, 40.026565, 40.029091, 40.029378, 40.026835, 40.024345))"
39049006330,2.8,4764,0,0,0,0,"list(c(-83.094938, -83.093839, -83.091711, -83.084855, -83.084728, -83.084149, -83.077656, -83.077935, -83.076008, -83.072564, -83.069967, -83.069813, -83.064287, -83.062895, -83.063935, -83.063814, -83.063546, -83.069501, -83.069445, -83.072573, -83.072369, -83.072166, -83.08634, -83.091376, -83.091998, -83.092127, -83.094403, -83.094938, 40.018158, 40.018359, 40.018309, 40.018035, 40.019791, 40.01996, 40.019668, 40.015571, 40.015469, 40.015293, 40.015164, 40.017626, 40.017425, 40.019003, 40.019039, 
40.02088, 40.022664, 40.02295, 40.023964, 40.024345, 40.026835, 40.029378, 40.029928, 40.030116, 40.030032, 40.030006, 40.029637, 40.018158))"
39049006340,6.2,3762,0,0,0,0,"list(c(-83.074956, -83.075854, -83.075289, -83.077083, -83.07645, -83.08073, -83.092696, -83.09276, -83.093055, -83.09325, -83.093393, -83.093546, -83.102993, -83.103809, -83.096809, -83.096109, -83.095175, -83.085665, -83.077643, -83.066848, -83.066943, -83.061624, -83.059484, -83.057851, -83.057805, -83.057421, -83.055642, -83.055577, -83.059658, -83.066777, -83.066535, -83.070741, -83.074956, 40.064303, 40.067446, 40.068896, 40.070937, 40.073061, 40.073206, 40.073599, 40.072323, 40.067988, 40.064951, 
40.06162, 40.060839, 40.061301, 40.061463, 40.053263, 40.047863, 40.047877, 40.04756, 40.047294, 40.046931, 40.053861, 40.051784, 40.051723, 40.051755, 40.053279, 40.05725, 40.057187, 40.05841, 40.058733, 40.058977, 40.06404, 40.064185, 40.064303))"
39049006351,9,4014,0,54,0,54,"list(c(-83.066777, -83.059658, -83.055577, -83.055642, -83.049374, -83.049264, -83.04819, -83.047298, -83.047035, -83.046525, -83.047524, -83.047735, -83.049056, -83.050709, -83.053515, -83.055631, -83.055934, -83.056497, -83.056585, -83.056945, -83.056971, -83.063172, -83.065709, -83.066535, -83.066777, 40.058977, 40.058733, 40.05841, 40.057187, 40.056934, 40.058673, 40.060516, 40.062336, 40.063367, 40.063352, 40.067896, 40.068865, 40.074887, 40.082408, 40.082287, 40.079726, 40.071998, 40.069868, 
40.068814, 40.063717, 40.063717, 40.06393, 40.06401, 40.06404, 40.058977))"
39049006352,25.4,3449,0,0,0,0,"list(c(-83.057851, -83.049722, -83.046537, -83.044118, -83.044219, -83.046525, -83.047035, -83.047298, -83.04819, -83.049264, -83.049374, -83.055642, -83.057421, -83.057805, -83.057851, 40.051755, 40.051525, 40.051504, 40.052359, 40.052821, 40.063352, 40.063367, 40.062336, 40.060516, 40.058673, 40.056934, 40.057187, 40.05725, 40.053279, 40.051755))"
39049006353,13.775120466479999,5254.493675677,0,0,0,0,"list(c(-83.074956, -83.075854, -83.075289, -83.077083, -83.07645, -83.08073, -83.092696, -83.09276, -83.093055, -83.09325, -83.093393, -83.093546, -83.088405, -83.083406, -83.082987, -83.081459, -83.075431, -83.072058, -83.066943, -83.066848, -83.066716, -83.071188, -83.071526, -83.071955, -83.072166, -83.063144, -83.059538, -83.05904, -83.054991, -83.05095, -83.050663, -83.048028, -83.046177, -83.04586, -83.045811, -83.0503, -83.049922, -83.049787, -83.049884, -83.049722, -83.057851, -83.057805, 
-83.057421, -83.055642, -83.055577, -83.059658, -83.066777, -83.066535, -83.070741, -83.074956, 40.064303, 40.067446, 40.068896, 40.070937, 40.073061, 40.073206, 40.073599, 40.072323, 40.067988, 40.064951, 40.06162, 40.060839, 40.060399, 40.059974, 40.059899, 40.059343, 40.05707, 40.055728, 40.053861, 40.046931, 40.040604, 40.04075, 40.036161, 40.030242, 40.029378, 40.029091, 40.026565, 40.028277, 40.028058, 40.032791, 40.035749, 40.034386, 40.034682, 40.039927, 40.040843, 40.041497, 40.046711, 40.04876, 
40.049175, 40.051525, 40.051755, 40.053279, 40.05725, 40.057187, 40.05841, 40.058733, 40.058977, 40.06404, 40.064185, 40.064303))"
39049006371,13.1,7502,314,127,127,0,"list(c(-83.109218, -83.111104, -83.110385, -83.110104, -83.110235, -83.113047, -83.113472, -83.112593, -83.111522, -83.109799, -83.108873, -83.107394, -83.106959, -83.103809, -83.102993, -83.093546, -83.093393, -83.09325, -83.093055, -83.09276, -83.092696, -83.09223, -83.092064, -83.0919, -83.091619, -83.091483, -83.091656, -83.094775, -83.096369, -83.108705, -83.109218, 40.099945, 40.099632, 40.097229, 40.093576, 40.090604, 40.087792, 40.086554, 40.083965, 40.081567, 40.073931, 40.071296, 40.068158, 
40.067965, 40.061463, 40.061301, 40.060839, 40.06162, 40.064951, 40.067988, 40.072323, 40.073599, 40.082624, 40.085283, 40.088476, 40.09453, 40.096959, 40.097055, 40.098655, 40.099063, 40.099674, 40.099945))"
39049006372,19.6,7010,0,107,59,48,"list(c(-83.106959, -83.103809, -83.102993, -83.093546, -83.088405, -83.083406, -83.082947, -83.082874, -83.082831, -83.083844, -83.083809, -83.082014, -83.075568, -83.074956, -83.075854, -83.075289, -83.077083, -83.07645, -83.08073, -83.092696, -83.09223, -83.092064, -83.09845, -83.099676, -83.100589, -83.102393, -83.104235, -83.109678, -83.109111, -83.10829, -83.108261, -83.10811, -83.109281, -83.109218, -83.111104, -83.110385, -83.110104, -83.110235, -83.113047, -83.113472, -83.112593, -83.111522, 
-83.109799, -83.108873, -83.107394, -83.106959, 40.067965, 40.061463, 40.061301, 40.060839, 40.060399, 40.059974, 40.060332, 40.061428, 40.062213, 40.062248, 40.064611, 40.064554, 40.064327, 40.064303, 40.067446, 40.068896, 40.070937, 40.073061, 40.073206, 40.073599, 40.082624, 40.085283, 40.086267, 40.086105, 40.087732, 40.089197, 40.087989, 40.087794, 40.090296, 40.092716, 40.092818, 40.094321, 40.099117, 40.099945, 40.099632, 40.097229, 40.093576, 40.090604, 40.087792, 40.086554, 40.083965, 40.081567, 
40.073931, 40.071296, 40.068158, 40.067965))"
39049006383,42,10095,0,307,101,206,"list(c(-83.089778, -83.099904, -83.119942, -83.119778, -83.115672, -83.114235, -83.112622, -83.11206, -83.11241, -83.112666, -83.113191, -83.113056, -83.11252, -83.103492, -83.091032, -83.090965, -83.087496, -83.075373, -83.065595, -83.057084, -83.058305, -83.058323, -83.060256, -83.062625, -83.064583, -83.069167, -83.070435, -83.070657, -83.071921, -83.07205, -83.080543, -83.089396, -83.089778, 40.139212, 40.139547, 40.140181, 40.139135, 40.133025, 40.130567, 40.125879, 40.122592, 40.120917, 40.115252, 
40.113592, 40.110485, 40.10891, 40.109591, 40.10902, 40.109018, 40.109023, 40.109898, 40.110699, 40.111397, 40.116959, 40.117042, 40.125805, 40.125762, 40.127035, 40.125539, 40.131437, 40.132407, 40.137859, 40.138564, 40.138881, 40.139201, 40.139212))"
39049006384,7,5660,0,17,17,0,"list(c(-83.090411, -83.080475, -83.076218, -83.074633, -83.067252, -83.058323, -83.060256, -83.062625, -83.064583, -83.069167, -83.070791, -83.072798, -83.074596, -83.075242, -83.077901, -83.079213, -83.08068, -83.08243, -83.085397, -83.090335, -83.090331, -83.090557, -83.090411, 40.117908, 40.117667, 40.117551, 40.117495, 40.117296, 40.117042, 40.125805, 40.125762, 40.127035, 40.125539, 40.125491, 40.12676, 40.127969, 40.128191, 40.128095, 40.127303, 40.124717, 40.12325, 40.124602, 40.124488, 40.122179, 
40.117914, 40.117908))"
39049006386,14.79343157796,4570.9704463521,0,0,0,0,"list(c(-83.112335, -83.111104, -83.109218, -83.108705, -83.096369, -83.094775, -83.091656, -83.091483, -83.085346, -83.083711, -83.084105, -83.081903, -83.080863, -83.077702, -83.074465, -83.074291, -83.073454, -83.069043, -83.06904, -83.069017, -83.068427, -83.063991, -83.063926, -83.064034, -83.064652, -83.064863, -83.065169, -83.065595, -83.075373, -83.087496, -83.090965, -83.091032, -83.103492, -83.11252, -83.112335, 40.104404, 40.099632, 40.099945, 40.099674, 40.099063, 40.098655, 40.097055, 
40.096959, 40.093616, 40.095539, 40.097764, 40.099029, 40.099888, 40.101365, 40.103628, 40.103695, 40.103961, 40.103948, 40.10384, 40.103842, 40.103826, 40.103824, 40.103825, 40.104254, 40.106808, 40.107691, 40.108985, 40.110699, 40.109898, 40.109023, 40.109018, 40.10902, 40.109591, 40.10891, 40.104404))"
39049006387,13.406568422040001,5699.0295536479,0,0,0,0,"list(c(-83.065595, -83.075373, -83.087496, -83.090965, -83.091032, -83.103492, -83.11252, -83.112335, -83.111104, -83.109218, -83.108705, -83.096369, -83.094775, -83.091656, -83.091483, -83.085346, -83.083375, -83.082451, -83.078036, -83.076984, -83.074173, -83.067759, -83.066252, -83.063562, -83.060425, -83.055825, -83.052741, -83.052431, -83.053373, -83.055368, -83.055391, -83.057084, -83.065595, 40.110699, 40.109898, 40.109023, 40.109018, 40.10902, 40.109591, 40.10891, 40.104404, 40.099632, 40.099945, 
40.099674, 40.099063, 40.098655, 40.097055, 40.096959, 40.093616, 40.093027, 40.092861, 40.092107, 40.091963, 40.091589, 40.090732, 40.090565, 40.090502, 40.090426, 40.09031, 40.090239, 40.090229, 40.094526, 40.103603, 40.103705, 40.111397, 40.110699))"
39049006391,6.7,5522,0,33,33,0,"list(c(-83.030901, -83.031692, -83.037589, -83.041177, -83.057399, -83.060232, -83.063808, -83.063975, -83.062714, -83.06129, -83.060256, -83.058323, -83.058305, -83.057084, -83.045214, -83.038441, -83.032261, -83.016607, -83.016263, -83.016034, -83.016036, -83.016242, -83.017012, -83.030901, 40.137275, 40.137296, 40.137433, 40.137561, 40.138051, 40.138147, 40.138282, 40.138289, 40.136342, 40.130493, 40.125805, 40.117042, 40.116959, 40.111397, 40.112295, 40.112349, 40.112283, 40.112116, 40.117092, 
40.12224, 40.122332, 40.126145, 40.136747, 40.137275))"
39049006392,14.7,4412,0,0,0,0,"list(c(-83.035217, -83.034503, -83.035603, -83.035057, -83.034365, -83.032577, -83.032261, -83.038441, -83.045214, -83.057084, -83.055391, -83.055368, -83.053373, -83.052431, -83.048964, -83.044885, -83.044086, -83.043522, -83.038643, -83.033972, -83.032865, -83.03027, -83.030168, -83.030032, -83.02996, -83.02993, -83.029721, -83.02934, -83.03149, -83.031321, -83.028495, -83.025497, -83.025281, -83.018554, -83.018459, -83.022572, -83.022467, -83.022199, -83.021946, -83.022208, -83.023161, -83.025115, 
-83.032414, -83.032912, -83.035217, 40.096616, 40.09794, 40.101452, 40.107078, 40.108765, 40.111043, 40.112283, 40.112349, 40.112295, 40.111397, 40.103705, 40.103603, 40.094526, 40.090229, 40.090184, 40.089744, 40.089673, 40.08963, 40.089481, 40.089368, 40.086815, 40.084902, 40.084015, 40.08377, 40.083593, 40.083478, 40.082722, 40.080052, 40.077452, 40.077447, 40.077347, 40.077285, 40.079792, 40.080558, 40.082338, 40.08252, 40.084559, 40.089002, 40.093083, 40.095215, 40.095864, 40.095225, 40.095704, 
40.096507, 40.096616))"
